"","Real","Predecido","Porcentaje","Dif%","Dif%Pos","DifPos"
"6",71,72.7310653096771,102.438120154475,-2.43812015447477,2.43812015447477,1.73106530967709
"12",40,52.5765675743358,131.44141893584,-31.4414189358396,31.4414189358396,12.5765675743358
"15",50,48.5068256711621,97.0136513423242,2.98634865767582,2.98634865767582,1.49317432883792
"26",73,73.4971059355856,100.680967035049,-0.680967035048695,0.680967035048695,0.497105935585552
"35",97,93.9474216932016,96.853012054847,3.14698794515301,3.14698794515301,3.05257830679842
"38",50,50.7773348630003,101.554669726001,-1.5546697260007,1.5546697260007,0.777334863000348
"42",58,62.7172964567484,108.133269753014,-8.1332697530144,8.1332697530144,4.71729645674835
"43",53,56.8966340435193,107.352139704753,-7.35213970475333,7.35213970475333,3.89663404351926
"46",65,63.4712610371436,97.6480939032978,2.35190609670217,2.35190609670217,1.52873896285641
"49",57,61.3185429423728,107.57639112697,-7.5763911269698,7.5763911269698,4.31854294237279
"56",33,33.1675990958624,100.507876048068,-0.507876048067942,0.507876048067942,0.167599095862421
"70",39,52.5631731963385,134.777367170099,-34.7773671700986,34.7773671700986,13.5631731963385
"72",63,64.2226564735937,101.94072456126,-1.9407245612599,1.9407245612599,1.22265647359373
"74",61,60.2722466426231,98.8069617092182,1.19303829078184,1.19303829078184,0.727753357376919
"76",44,42.8506701097188,97.3878866129973,2.61211338700272,2.61211338700272,1.14932989028119
"79",61,63.0242657998708,103.318468524378,-3.3184685243783,3.3184685243783,2.02426579987076
"90",73,76.6191224634693,104.957702004752,-4.95770200475241,4.95770200475241,3.61912246346925
"91",65,65.3928763782991,100.604425197383,-0.604425197383279,0.604425197383279,0.392876378299135
"93",71,80.0837885781892,112.794068419985,-12.7940684199848,12.7940684199848,9.08378857818921
"95",79,83.4935747943935,105.688069359992,-5.68806935999181,5.68806935999181,4.49357479439354
"100",65,55.4042148002561,85.2372535388556,14.7627464611444,14.7627464611444,9.59578519974389
"104",60,50.7810775165366,84.6351291942277,15.3648708057723,15.3648708057723,9.2189224834634
"107",87,90.8866028543391,104.467359602689,-4.46735960268865,4.46735960268865,3.88660285433913
"112",62,58.1739544038603,93.8289587159037,6.17104128409626,6.17104128409626,3.82604559613969
"122",91,94.1338452448132,103.443785983311,-3.44378598331117,3.44378598331117,3.13384524481316
"126",87,81.9426815940781,94.1869903380208,5.81300966197924,5.81300966197924,5.05731840592195
"130",51,42.6112623530882,83.5514948099769,16.4485051900231,16.4485051900231,8.3887376469118
"133",87,74.9151139785134,86.1093264120843,13.8906735879157,13.8906735879157,12.0848860214866
"146",22,25.3117504541503,115.053411155228,-15.0534111552284,15.0534111552284,3.31175045415026
"149",68,67.5843937960128,99.3888144059012,0.611185594098828,0.611185594098828,0.415606203987195
"151",62,72.0851702512217,116.266403631003,-16.2664036310028,16.2664036310028,10.0851702512217
"153",59,57.4598697741035,97.3896097866161,2.61039021338385,2.61039021338385,1.54013022589648
"156",70,77.8334919386094,111.190702769442,-11.190702769442,11.190702769442,7.83349193860943
"157",66,67.547709991141,102.345015138092,-2.34501513809242,2.34501513809242,1.54770999114101
"161",82,74.7518206667532,91.1607569106746,8.83924308932536,8.83924308932536,7.2481793332468
"170",67,57.6506735337949,86.0457813937237,13.9542186062763,13.9542186062763,9.34932646620511
"181",62,71.0989936303043,114.67579617791,-14.6757961779102,14.6757961779102,9.09899363030431
"184",65,62.8614193290217,96.7098758908026,3.29012410919745,3.29012410919745,2.13858067097834
"188",62,71.349982883936,115.080617554736,-15.0806175547355,15.0806175547355,9.34998288393604
"190",77,78.8249261641932,102.370033979472,-2.37003397947173,2.37003397947173,1.82492616419323
"191",66,65.5379392890433,99.299908013702,0.70009198629802,0.70009198629802,0.462060710956692
"196",61,59.7196955848463,97.9011403030268,2.09885969697321,2.09885969697321,1.28030441515366
"199",45,44.8496899877597,99.6659777505771,0.334022249422901,0.334022249422901,0.150310012240304
"202",65,67.3322715275215,103.588110042341,-3.58811004234073,3.58811004234073,2.33227152752147
"203",69,77.7697078388075,112.709721505518,-12.7097215055181,12.7097215055181,8.76970783880748
"205",59,49.2290418497151,83.439053982568,16.560946017432,16.560946017432,9.77095815028486
"210",58,54.7368819725847,94.3739344354909,5.62606556450909,5.62606556450909,3.26311802741527
"218",34,30.6157151786669,90.0462211137261,9.95377888627392,9.95377888627392,3.38428482133314
"225",52,61.3250712591298,117.93282934448,-17.9328293444804,17.9328293444804,9.32507125912981
"232",46,49.6670419176545,107.971830255771,-7.97183025577054,7.97183025577054,3.66704191765445
"239",54,58.8050381800336,108.898218851914,-8.89821885191415,8.89821885191415,4.80503818003365
"241",73,66.320710380259,90.8502881921356,9.14971180786439,9.14971180786439,6.679289619741
"242",80,78.9228438322672,98.6535547903341,1.34644520966594,1.34644520966594,1.07715616773275
"243",56,48.1238412629743,85.9354308267398,14.0645691732602,14.0645691732602,7.8761587370257
"245",75,77.5347802614392,103.379707015252,-3.37970701525224,3.37970701525224,2.53478026143918
"249",65,56.7549208942649,87.3152629142537,12.6847370857463,12.6847370857463,8.24507910573508
"251",47,53.1863313267922,113.162407078281,-13.1624070782812,13.1624070782812,6.18633132679217
"253",60,61.0421108380477,101.736851396746,-1.73685139674618,1.73685139674618,1.0421108380477
"256",62,68.4739557751477,110.441864153464,-10.441864153464,10.441864153464,6.4739557751477
"267",63,71.1265967924194,112.899359987967,-12.8993599879674,12.8993599879674,8.12659679241943
"269",88,83.2737902477219,94.6293070996839,5.37069290031606,5.37069290031606,4.72620975227814
"271",69,67.1093280030236,97.259895656556,2.740104343444,2.740104343444,1.89067199697637
"273",47,46.372961162208,98.6658748132086,1.33412518679143,1.33412518679143,0.627038837791972
"276",83,79.5697427151378,95.8671598977563,4.13284010224366,4.13284010224366,3.43025728486224
"277",85,82.8253681442729,97.4416095814975,2.55839041850248,2.55839041850248,2.17463185572711
"281",53,52.2426743679625,98.5710837131369,1.42891628686314,1.42891628686314,0.757325632037464
"283",73,70.3497614884521,96.3695362855508,3.63046371444919,3.63046371444919,2.65023851154791
"296",67,63.9597104572932,95.4622544138704,4.53774558612962,4.53774558612962,3.04028954270684
"297",46,46.8226583329427,101.78838768031,-1.78838768031017,1.78838768031017,0.822658332942673
"302",56,56.4550780013106,100.812639288055,-0.812639288054683,0.812639288054683,0.455078001310625
"304",80,74.2766756873762,92.8458446092203,7.15415539077974,7.15415539077974,5.72332431262379
"319",63,75.1798267083925,119.33305826729,-19.3330582672896,19.3330582672896,12.1798267083925
"320",56,53.0996554602019,94.820813321789,5.17918667821097,5.17918667821097,2.90034453979814
"323",71,73.4050547229989,103.387401018308,-3.38740101830827,3.38740101830827,2.40505472299887
"328",28,24.0209720233139,85.7891857975496,14.2108142024504,14.2108142024504,3.97902797668612
"330",41,46.993412913197,114.61808027609,-14.6180802760902,14.6180802760902,5.99341291319699
"335",83,85.7972129276784,103.370136057444,-3.3701360574438,3.3701360574438,2.79721292767836
"336",61,56.6054009016787,92.7957391830799,7.20426081692008,7.20426081692008,4.39459909832125
"339",24,21.7815778924572,90.7565745519052,9.2434254480948,9.2434254480948,2.21842210754275
"346",72,69.8895525650299,97.068823006986,2.93117699301403,2.93117699301403,2.1104474349701
"352",66,64.7983694798027,98.1793476966707,1.82065230332928,1.82065230332928,1.20163052019733
"353",63,69.2596175216151,109.935900827961,-9.93590082796054,9.93590082796054,6.25961752161514
"357",63,67.4271697156171,107.027253516853,-7.02725351685258,7.02725351685258,4.42716971561713
"370",73,78.1993713068849,107.122426447787,-7.12242644778748,7.12242644778748,5.19937130688486
"373",74,79.6488916560245,107.633637373006,-7.6336373730061,7.6336373730061,5.6488916560245
"377",80,77.6868475658087,97.1085594572609,2.89144054273912,2.89144054273912,2.3131524341913
